smiles,c9h10n2o2pf2cl
O=C(CCO)NN1C=C(Cl)C(F)=CPC1=CF,1.0
Nc1ccc(F)c(F)c1P1(=O)NCC(CCl)O1,1.0
Nc1ccc(F)c(Cl)c1P1(=O)NCC(CF)O1,1.0
Nc1ccc(Cl)cc1OP1(=O)NCCC1(F)F,1.0
Nc1ccc(Cl)c(P2(=O)NCC(CF)O2)c1F,1.0
Nc1ccc(Cl)c(F)c1P1(=O)NCC(CF)O1,1.0
Nc1ccc(C2(C(F)Cl)CNP2(=O)O)cc1F,1.0
Nc1cc(P2(=O)NCC(CF)O2)c(Cl)cc1F,1.0
Nc1cc(P2(=O)NCC(CCl)O2)c(F)cc1F,1.0
Nc1cc(F)cc(P2(=O)NCC(CF)O2)c1Cl,1.0
Nc1cc(F)cc(P2(=O)NCC(CCl)O2)c1F,1.0
Nc1cc(F)cc(F)c1P1(=O)NCC(CCl)O1,1.0
Nc1cc(F)cc(Cl)c1P1(=O)NCC(CF)O1,1.0
Nc1cc(F)c(P2(=O)NCC(CF)O2)cc1Cl,1.0
Nc1cc(F)c(P2(=O)NCC(CF)O2)c(Cl)c1,1.0
Nc1cc(F)c(P2(=O)NCC(CCl)O2)cc1F,1.0
Nc1cc(F)c(F)cc1P1(=O)NCC(CCl)O1,1.0
Nc1cc(F)c(F)c(Cl)c1C1CNP(=O)(O)C1,1.0
Nc1cc(F)c(Cl)cc1P1(=O)NCC(CF)O1,1.0
Nc1cc(F)c(C2(CF)CNP2(=O)O)c(Cl)c1,1.0
Nc1cc(Cl)cc(P2(=O)NCC(CF)O2)c1F,1.0
Nc1cc(Cl)cc(F)c1P1(=O)NCC(CF)O1,1.0
Nc1cc(Cl)c(P2(=O)NCC(CF)O2)cc1F,1.0
Nc1cc(Cl)c(F)cc1P1(=O)NCC(CF)O1,1.0
Nc1cc(Cl)c(F)c(P2(=O)NCC(CF)O2)c1,1.0
Nc1c(P2(=O)NCCCO2)cc(F)c(Cl)c1F,1.0
Nc1c(P2(=O)NCC(CF)O2)ccc(F)c1Cl,1.0
Nc1c(P2(=O)NCC(CCl)O2)ccc(F)c1F,1.0
Nc1c(OP2(=O)CC(Cl)CN2)ccc(F)c1F,1.0
Nc1c(F)ccc(P2(=O)NCC(CF)O2)c1Cl,1.0
Nc1c(F)ccc(P2(=O)NCC(CCl)O2)c1F,1.0
Nc1c(F)ccc(F)c1P1(=O)NCC(CCl)O1,1.0
Nc1c(F)ccc(Cl)c1P1(=O)NCC(CF)O1,1.0
Nc1c(F)cc(P2(=O)NCCCO2)c(Cl)c1F,1.0
Nc1c(F)cc(P2(=O)NCC(CF)O2)cc1Cl,1.0
Nc1c(F)cc(P2(=O)NCC(CCl)O2)cc1F,1.0
Nc1c(F)cc(F)cc1P1(=O)NCC(CCl)O1,1.0
Nc1c(F)cc(Cl)cc1P1(=O)NCC(CF)O1,1.0
Nc1c(F)c(Cl)cc(F)c1P1(=O)NCCCO1,1.0
Nc1c(Cl)ccc(P2(=O)NCC(CF)O2)c1F,1.0
Nc1c(Cl)ccc(F)c1P1(=O)NCC(CF)O1,1.0
Nc1c(Cl)cc(F)cc1P1(=O)NCC(CF)O1,1.0
Nc1c(Cl)cc(F)cc1C1CNP(=O)(CF)O1,1.0
NOCC(O)=NC1=CC=CPC(Cl)=C1C(F)F,1.0
NN=CC=PCC1=CC(F)OC(Cl)=C1C(O)F,1.0
NN=CC=PCC1=C(F)COC(Cl)=C1C(O)F,1.0
NN=CC(O)(F)C=PCC1=COC(Cl)=C(F)C1,1.0
NN=CC(O)(F)C=PCC1=C(F)COC(Cl)=C1,1.0
NN=CC(F)OC=PCC1=C(F)COC(Cl)=C1,1.0
NN=CC(F)OC=PC1C=C(Cl)OC(CF)=C1,1.0
NN=CC(F)C(Cl)=PCc1cc(O)oc1CF,1.0
NN=CC(F)C(Cl)=PCC1=C(F)COC(O)=C1,1.0
NN=CC(Cl)C(F)=PCc1cc(O)oc1CF,1.0
NN=C(O)C(P=CC1=C(Cl)CC(F)=C1)C(O)F,1.0
NN=C(O)C(P=CC1=C(Cl)C=C(F)C1)C(O)F,1.0
NN=C(O)C(OCF)P=CC1=C(Cl)CC(F)=C1,1.0
NN=C(O)C(CF)P=CC1=C(F)OC(Cl)=CC1,1.0
NN=C(CP=CC1=CC(F)=C(Cl)OC1)C(O)F,1.0
NN=C(COF)C(Cl)=C(F)C=C=PCC=CO,1.0
NN=C(C=PCC1=COC(F)=C(Cl)C1)C(O)F,1.0
NN=C(C=PCC1=COC(Cl)=C(F)C1)C(O)F,1.0
NN=C(C=PCC1=CC(F)OC(O)=C1)C(F)Cl,1.0
NN=C(C=PCC1=CC(F)OC(Cl)=C1)C(O)F,1.0
NN=C(C=PCC1=C(F)COC(O)=C1)C(F)Cl,1.0
NN=C(C=PCC1=C(F)COC(Cl)=C1)COF,1.0
NN=C(C=PCC1=C(F)COC(Cl)=C1)C(O)F,1.0
NN=C(C=PCC1=C(Cl)C=C(F)OC1)C(O)F,1.0
NN=C(C(Cl)=C(F)C=C=PCC=CO)C(O)F,1.0
NN=C(C(Cl)=C(F)C1C=PCC1=CO)C(O)F,1.0
NN1CC(F)CP1(=O)Oc1ccc(Cl)cc1F,1.0
NN1CC(Cl)CP1(=O)Oc1ccc(F)c(F)c1,1.0
NCOC(O)=NCC1=CC(F)=CPC(Cl)=C1F,1.0
NCOC(O)=NC1=CC(Cl)=CPC1=C(F)CF,1.0
NCOC(O)=NC1=C(F)C=CPC(Cl)=C1CF,1.0
NCOC(O)=NC1=C(Cl)C(F)(F)C=CPC=C1,1.0
NCOC(=O)NCC1=C(Cl)C(F)=CPC1=CF,1.0
NCOC(=O)NC1=CC=PC=C(F)C(Cl)C1F,1.0
NCOC(=O)CNC1=C(F)C(=CF)PC=C1Cl,1.0
NCNC(=O)OC1=CC=CPC(F)C(F)=C1Cl,1.0
NCN(O)C(=O)CC1=C(Cl)C(F)=PCC1=CF,1.0
NCN(O)C(=O)C1=CC=PCC(F)=C(F)C1Cl,1.0
NCN(O)C(=O)C1=CC(F)=CPC(CF)=C1Cl,1.0
NCN(O)C(=O)C1=C(F)C=CPC(F)=C1CCl,1.0
NCN(CO)C(=O)C1=C(F)CC(F)=CP=C1Cl,1.0
NCCOC(=O)N=C1C=PC(CCl)=CC1(F)F,1.0
NCCOC(=O)N=C1C=C(Cl)CPC1=C(F)F,1.0
NCCNC(=O)OC1=C(F)C(F)=CPC(Cl)=C1,1.0
NCCN(O)C(=O)c1c(F)cpc(Cl)c1CF,1.0
NCCC(=O)N(O)c1cc(F)c(Cl)pc1CF,1.0
NCCC(=O)N(O)C1=C(F)C(Cl)=CP=C(F)C1,1.0
NCC1CNP(=O)(c2ccc(F)c(F)c2Cl)O1,1.0
NCC1CNP(=O)(c2ccc(F)c(Cl)c2F)O1,1.0
NCC1CNP(=O)(c2cc(F)cc(Cl)c2F)O1,1.0
NCC1CNP(=O)(c2cc(F)c(F)cc2Cl)O1,1.0
NCC1CNP(=O)(c2cc(F)c(F)c(Cl)c2)O1,1.0
NCC1CNP(=O)(c2cc(F)c(Cl)cc2F)O1,1.0
NCC1CNP(=O)(c2cc(F)c(Cl)c(F)c2)O1,1.0
NCC1CNP(=O)(c2cc(Cl)cc(F)c2F)O1,1.0
NCC1CNP(=O)(c2cc(Cl)c(F)cc2F)O1,1.0
NCC1CNP(=O)(c2c(F)ccc(F)c2Cl)O1,1.0
NCC1CNP(=O)(c2c(F)ccc(Cl)c2F)O1,1.0
NCC1CNP(=O)(c2c(F)cc(F)cc2Cl)O1,1.0
NCC1CNP(=O)(c2c(Cl)ccc(F)c2F)O1,1.0
NCC(O)C(O)=NC1=C(F)C(Cl)=PCC1=CF,1.0
NCC(O)C(=O)NC1=C(F)C=PC(Cl)=CC1F,1.0
NCC(O)=NC1=C(O)C=CPC(C(F)(F)Cl)=C1,1.0
NCC(O)=NC(=O)C1C=PC(Cl)=CCC1(F)F,1.0
NCC(O)=NC(=O)C1=C(F)CP=CC1C(F)Cl,1.0
NCC(O)=NC(=O)C1=C(F)C(Cl)C(F)=CPC1,1.0
NCC(O)(F)C(=O)NC1=CC=CPC(Cl)=C1F,1.0
NCC(O)(F)C(=O)N=C1C=PCC(F)=C1CCl,1.0
NCC(=O)ONC1=C(Cl)C(F)C=CPC(F)=C1,1.0
NCC(=O)NOC1=C(Cl)C(F)=CPC(F)C=C1,1.0
NCC(=O)NCC(=O)C1=CC(F)=C([P-](F)Cl)C1,1.0
NCC(=O)NC1=C(O)C(F)(Cl)C(F)=CPC=C1,1.0
NCC(=O)NC(=O)CC1=C(F)C(Cl)=CPC1F,1.0
NCC(=O)NC(=O)C1C=PC(F)C=C(F)C1Cl,1.0
NCC(=O)NC(=O)C1C(Cl)=CP=C(CF)C1F,1.0
NCC(=O)NC(=O)C1=CPCC(F)=C(Cl)C1F,1.0
NCC(=O)NC(=O)C1=CCP=C(F)C1C(F)Cl,1.0
NCC(=O)NC(=O)C1=CC(F)P=C(CF)C1Cl,1.0
NCC(=O)NC(=O)C1=C(CCl)C(F)P=C(F)C1,1.0
NCC(=O)N(O)CC1=C(F)C(Cl)=PCC(F)=C1,1.0
NCC(=O)N(O)C1=CC(F)=CPC(CCl)=C1F,1.0
NCC(=O)CON=c1cc[pH]c(F)c1C(F)Cl,1.0
NCC(=O)CON=C1C(=CF)PC=CC1(F)Cl,1.0
NCC(=O)CON(F)C1=CC(Cl)=PCC1=CF,1.0
NCC(=O)C(=O)NC1=CC=C([P-](F)Cl)C1CF,1.0
NCC(=O)C(=O)NC1=C(F)CC(F)C(Cl)P=C1,1.0
NCC(=O)C(=O)NC1=C(F)C(Cl)=CPC1CF,1.0
NC=C(O)C(=O)NCC1=C(F)CPC(Cl)=C1F,1.0
NC=C(O)C(=O)NCC1=C(F)C(Cl)=PCC1F,1.0
NC=C(O)C(=O)NC1=C(Cl)CPCC1=C(F)F,1.0
NC1CNP(=O)(Oc2cc(F)c(F)cc2Cl)C1,1.0
NC1(F)CCNP1(=O)Oc1ccc(Cl)c(F)c1,1.0
NC(O)NC(=O)CC1=C(F)C=CPC1=C(F)Cl,1.0
NC(O)NC(=O)C1=CC=PCC(F)=CC1(F)Cl,1.0
NC(O)NC(=O)C1=C(F)C=CPC=CC1(F)Cl,1.0
NC(O)C(O)=NCC1=C(F)C=CPC(Cl)=C1F,1.0
NC(O)C(O)=NC1=CC=CPC(F)C(F)=C1Cl,1.0
NC(O)C(O)=NC1=CC(F)C=CPC(Cl)=C1F,1.0
NC(O)C(O)=NC1=CC(F)=CPC(F)=C(Cl)C1,1.0
NC(O)C(O)=NC1=CC(Cl)C=PCC1=C(F)F,1.0
NC(O)C(O)=NC1=CC(Cl)=CPC1=C(F)CF,1.0
NC(O)C(=O)NC1=CC(F)=PCC(F)=C(Cl)C1,1.0
NC(O)C(=O)NC1=CC(Cl)=PCC(F)=CC1F,1.0
NC(O)C(=O)NC1=C(F)C(F)=CPC=C1CCl,1.0
NC(O)C(=O)NC1=C(Cl)CC=CPC1=C(F)F,1.0
NC(O)C(=O)NC1=C(Cl)C(F)(F)C=CPC=C1,1.0
NC(O)C(=O)NC1=C(Cl)C(CF)=CPC=C1F,1.0
NC(O)C(=O)N=C1CC(F)=CPC(F)=C(Cl)C1,1.0
NC(O)=NCOC1=CC=CPC(F)=C(Cl)C1F,1.0
NC(O)=NCOC1=C(Cl)C(F)=CPC(=CF)C1,1.0
NC(O)=NC1=CC(OCF)=CPC(Cl)C(F)=C1,1.0
NC(O)=NC1=C(OCCF)C(Cl)=CPC(F)=C1,1.0
NC(O)=NC1=C(O)CC(F)C(Cl)=CPC(F)=C1,1.0
NC(O)=NC1=C(O)C=CPC(C(F)Cl)=C(F)C1,1.0
NC(O)=NC1=C(O)C(Cl)C=CPC(F)=C1CF,1.0
NC(O)(CF)NC(=O)C1=CC=CPC1=C(F)Cl,1.0
NC(O)(CF)C(=O)NC1=C(Cl)C=CPC(F)=C1,1.0
NC(CO)C(=O)NC1=CC(Cl)=CPC1=C(F)F,1.0
NC(=O)N[PH]1=CC2=C(F)CC(Cl)=C2C1OCF,1.0
NC(=O)N[PH]1=CC2=C(Cl)C=C(F)C2C1C(O)F,1.0
NC(=O)NP=C1C=C(F)C=C(Cl)C1COCF,1.0
NC(=O)NOC1=CC(F)C=CPC(Cl)=C(F)C1,1.0
NC(=O)NCOC1=CC(Cl)=PCC(=CF)C1F,1.0
NC(=O)NCOC1=C(F)C=PCC(Cl)=C(F)C1,1.0
NC(=O)NCC1=C(O)C(Cl)=CPC(F)=C1CF,1.0
NC(=O)NCC(=O)C1C=CC(F)(F)C(Cl)P=C1,1.0
NC(=O)NC1=C(O)C(Cl)C(F)=CPC=C1CF,1.0
NC(=O)NC(O)C1=C(F)C=PCC(Cl)=CC1F,1.0
NC(=O)NC(O)C1=C(F)C=PCC(CCl)=C1F,1.0
NC(=O)NC(O)C1=C(F)C=PC=CC1C(F)Cl,1.0
NC(=O)CONC1=C(F)CC(Cl)=CPC1=CF,1.0
NC(=O)CNOC1=CC(F)=CPC(Cl)=C(F)C1,1.0
NC(=O)CNOC1=C(Cl)C(F)(F)C=CPC=C1,1.0
NC(=O)CNCOC1=C(F)C(Cl)=PCC1=CF,1.0
NC(=O)CNCOC1=C(Cl)C(F)=PCC1=CF,1.0
NC(=O)CNC(=O)C1C=CPC(=C(F)Cl)C1F,1.0
NC(=O)CNC(=O)C1=PCC(Cl)C(F)C=C1F,1.0
NC(=O)CNC(=O)C1=C(F)C(CF)C(Cl)P=C1,1.0
NC(=O)CNC(=O)C1=C(Cl)CPC(F)=CC1F,1.0
NC(=O)CNC(=O)C1(F)C=CPC(Cl)C=C1F,1.0
NC(=O)CN(O)C1=C(Cl)C=CPC(C(F)F)=C1,1.0
NC(=O)CCONC1=CC(Cl)=CPC(F)=C1F,1.0
NC(=O)CCONC1=C(Cl)C(F)=CP=C(F)C1,1.0
NC(=O)CCON=C1C=PCC(F)=C1C(F)Cl,1.0
NC(=O)CCN(O)c1c(F)cpc(Cl)c1CF,1.0
NC(=O)CCN(O)C1=CC(F)=PCC1=C(F)Cl,1.0
NC(=O)CC(O)=NC1=C(Cl)C=CPC(F)C1F,1.0
NC(=O)CC(=O)NC1=CCC(F)=CPC1(F)Cl,1.0
NC(=O)CC(=O)NC1=CC(Cl)C(F)PC(F)=C1,1.0
NC(=O)C(O)NC1=CC(F)=CPC=CC1(F)Cl,1.0
NC(=O)C(O)NC1=CC(F)(F)C=CPC(Cl)=C1,1.0
NC(=O)C(O)NC1=C(Cl)C=CPC=C1C(F)F,1.0
NC(=O)C(O)N(F)C1=CC(Cl)=CPC(F)C=C1,1.0
NC(=O)C(O)CNC1=C(F)C=PCC(Cl)=C1F,1.0
NC(=O)C(NO)C1=C(F)C(Cl)=CPC(F)C=C1,1.0
NC(=O)C(F)N[PH]1=CC2=C(Cl)C=C(F)OC2C1,1.0
NC(=O)C(CO)NC1=PC(=C(F)Cl)CC=C1F,1.0
N=C(O)NC(=O)C1=CC(F)=CPC(CF)C1Cl,1.0
N=C(NC(=O)CO)C1CC(F)=CPC(Cl)=C1F,1.0
FOCC=NN[PH]1=CC2=C(Cl)OCC(F)=C2C1,1.0
FOCC=NN[PH]1=CC2=C(Cl)OC=C(F)C2C1,1.0
FOCC=NNP=CCC1=C(Cl)C=C(F)OC1,1.0
FOCC1=NN=[PH](CC2=C(Cl)C=C(F)OC2)C1,1.0
FCOc1occc1C[PH]1=C(Cl)C(F)C=NN1,1.0
FCOC1OC=NN[PH]1=CC1=C(Cl)C=C(F)C1,1.0
FCOC1C2=C(F)CC(Cl)=CC=[PH]1NN=CO2,1.0
FCOC1C(Cl)=NN[PH]1=CC1=COC=C(F)C1,1.0
FCOC1=C[PH](CC2=C(Cl)C=C(F)OC2)=NN1,1.0
FCC1=[PH]2CC=COC(Cl)=C(F)CON2N=C1,1.0
FCC1=NN=[PH](CC2=COC(F)=C(Cl)C2)CO1,1.0
FCC1=C(C[PH]2=C(F)C(Cl)C=NN2)C=COO1,1.0
FCC1=C(C[PH]2=C(Cl)C(F)C=NN2)C=COO1,1.0
FC=COCC(F)=CNPOCN1C=C=C1Cl,1.0
FC=COCC(F)=CNPOC1N=CC=C1Cl,1.0
FC=COCC(F)=CNPOC1=C(Cl)CC=N1,1.0
FC1C=CCC=PNN=CC(F)OOC(Cl)=C1,1.0
FC1C=C2C[PH](=CC=C(Cl)O1)NN=CC(F)O2,1.0
FC1=COC(F)C2OC=NN[PH]2=CC=C(Cl)C1,1.0
FC1=COC(Cl)=CC=[PH]2CC1OC(F)C=NN2,1.0
FC1=CCC=PNN=CC(F)OCOC(Cl)=C1,1.0
FC1=CC=[PH]2CC(C=C(Cl)O1)OC(F)C=NN2,1.0
FC1=CC(Cl)=CC[PH]2=NN=CC(F)(C2)OCO1,1.0
FC1=CC(Cl)=CC[PH]2=NN=C(CO1)OC(F)C2,1.0
FC1=CC(Cl)=C(C[PH]2=COC(F)C=NN2)CO1,1.0
FC1=C(Cl)OC=CC[PH]2=CC(F)(C=NN2)OC1,1.0
FC1=C(Cl)OC=C(C[PH]2=COC(F)C=NN2)C1,1.0
FC1=C(C[PH]2=COC(F)C=NN2)C=C(Cl)OC1,1.0
Cc1cc(F)c(Cl)c(P2(=O)NCC(CF)O2)n1,1.0
Cc1c(F)coc1CPNN=C(CCl)C(=O)F,1.0
Cc1c(F)cc(F)c(Cl)c1C1CNP1(=O)NO,1.0
Cc1c(Cl)c(F)cc(=O)n1C1CNP1(=O)CF,1.0
C[PH]1=NN=CC(O)(F)CCOC(F)=C2C(Cl)=C21,1.0
C[PH]1=NN=CC(O)(F)CC2OC(F)=CC(Cl)=C21,1.0
C[PH]1=NN=CC(O)(F)CC2C1=COC(F)=C2Cl,1.0
C[PH]1=NN=CC(O)(F)CC2C1=COC(Cl)=C2F,1.0
C[PH](CC1=C(Cl)C=C(F)OC1)=NN=C=C(O)F,1.0
CP=NN=CC(O)(F)CC1C=C(Cl)C=C(F)O1,1.0
CP1(=O)NCC(c2c(O)c(F)cc(F)c2Cl)N1,1.0
COP1(=O)NCCN1c1cc(F)c(Cl)c(F)c1,1.0
COP1(=O)NCCN1c1cc(Cl)c(F)cc1F,1.0
COP1(=O)NCCN1c1c(F)ccc(F)c1Cl,1.0
COP1(=O)NCCN1c1c(F)cc(F)cc1Cl,1.0
COP1(=O)NCCN1c1c(Cl)ccc(F)c1F,1.0
COP1(=O)NCC1c1nc(C)c(Cl)c(F)c1F,1.0
COP1(=O)NCC1c1ccnc(C(F)(F)Cl)c1,1.0
COP1(=O)NCC1c1ccc(Cl)nc1C(F)F,1.0
COP1(=O)NCC1c1ccc(C(F)(F)Cl)cn1,1.0
COP1(=O)NCC1c1cc(N)c(Cl)c(F)c1F,1.0
COP1(=O)NCC1c1cc(C(F)F)ncc1Cl,1.0
COP1(=O)NCC1c1cc(C(F)(F)Cl)ccn1,1.0
COP1(=O)NCC1c1c(F)cc(N)c(F)c1Cl,1.0
COP1(=O)NCC1(Cl)c1c(F)ccc(F)c1N,1.0
COP1(=O)NCC(c2ccc(F)c(F)c2Cl)N1,1.0
COP1(=O)NCC(c2ccc(F)c(Cl)c2F)N1,1.0
COP1(=O)NCC(c2ccc(Cl)c(F)c2F)N1,1.0
COP1(=O)NCC(c2cc(F)cc(F)c2Cl)N1,1.0
COP1(=O)NCC(c2cc(F)cc(Cl)c2F)N1,1.0
COP1(=O)NCC(c2cc(F)c(F)cc2Cl)N1,1.0
COP1(=O)NCC(c2cc(F)c(F)c(Cl)c2)N1,1.0
COP1(=O)NCC(c2cc(F)c(Cl)cc2F)N1,1.0
COP1(=O)NCC(c2cc(F)c(Cl)c(F)c2)N1,1.0
COP1(=O)NCC(c2cc(Cl)cc(F)c2F)N1,1.0
COP1(=O)NCC(c2cc(Cl)c(F)cc2F)N1,1.0
COP1(=O)NCC(c2c(F)ccc(F)c2Cl)N1,1.0
COP1(=O)NCC(c2c(F)ccc(Cl)c2F)N1,1.0
COP1(=O)NCC(c2c(F)cc(F)cc2Cl)N1,1.0
COP1(=O)NCC(c2c(F)cc(Cl)cc2F)N1,1.0
COP1(=O)NCC(c2c(Cl)ccc(F)c2F)N1,1.0
COP1(=O)NCC(F)(c2cccc(F)c2Cl)N1,1.0
COP1(=O)NC(F)CN1c1ccc(Cl)cc1F,1.0
COP1(=O)NC(F)CN1c1cc(F)ccc1Cl,1.0
COP1(=O)NC(F)CN1c1cc(F)cc(Cl)c1,1.0
COP1(=O)NC(Cl)CN1c1c(F)cccc1F,1.0
COP1(=CF)NCC(c2c(F)ccnc2Cl)O1,1.0
CONCC(=O)N=C1C(Cl)=PC=C(F)C1CF,1.0
CONC(O)=NC1=CC(F)C=CPC1=C(F)Cl,1.0
CONC(O)=NC1=C(Cl)C=CPC(F)=C(F)C1,1.0
CONC(=O)NCc1cc(F)cc([P+](F)Cl)c1,1.0
CONC(=O)NCC1=CC(F)=CPC1=C(F)Cl,1.0
CONC(=O)NCC1=CC(Cl)=CPC1=C(F)F,1.0
CONC(=O)NC1=C(F)C=PCC(Cl)=CC1F,1.0
CONC(=O)NC1=C(Cl)C(F)C=PC=CC1F,1.0
CON(C)C(=O)N=C1C=CC=C(F)C1[P+](F)Cl,1.0
COCNC(O)=Nc1cc(F)cc([P-](F)Cl)c1,1.0
COCNC(O)=NC1=CC(F)=CPC(F)=C1Cl,1.0
COCNC(=O)N=C1C=PCC(=C(F)Cl)C1F,1.0
COCNC(=O)N=C1C(F)=CP=C(Cl)C1CF,1.0
COCNC(=O)N=C1C(Cl)=CP=C(CF)C1F,1.0
COC=CP=C=CC(F)=C(Cl)C(COF)=NN,1.0
COC(F)=CC(Cl)C#C[PH]1=CC(C(O)F)=NN1,1.0
COC(F)=C(C=C=PNN=COCF)C=CCl,1.0
COC(F)=C(C=C=PNN=CCOF)C=CCl,1.0
COC(F)=C(C=C=PNN=CC(O)F)C=CCl,1.0
COC(C(=O)NN)C1=CC(=C(F)Cl)PC=C1F,1.0
COC(=O)NNCC1=CC(F)=PCC1=C(F)Cl,1.0
COC(=O)NNC1=CC=CPC(C(F)(F)Cl)=C1,1.0
COC(=O)NNC1=C(F)C(F)C=CP=C(Cl)C1,1.0
COC(=O)NN=CC1=CC(F)PC(F)C=C1Cl,1.0
COC(=O)NCNC1=CC(Cl)=CP=C(F)C1F,1.0
COC(=O)NCNC1=C(Cl)C(F)=PCC1=CF,1.0
COC(=O)NC(=N)C1C=CPC(Cl)=C1C(F)F,1.0
COC(=NO)NC1=CC(F)(Cl)C=CPC=C1F,1.0
COC(=NO)NC1=C(F)C(Cl)=CPCC(F)=C1,1.0
COC(=NO)NC1=C(Cl)C=CP(C(F)F)C=C1,1.0
COC(=NNPC1=C(F)C=C(F)CC1)C(=O)Cl,1.0
CNOC(=O)N(C)C1=C(F)C=CPC(Cl)=C1F,1.0
CNNC(=O)C1=C(O)C(F)=CPCC(F)=C1Cl,1.0
CNNC(=O)C1=C(O)C(F)=CPC(F)(Cl)C=C1,1.0
CNCOC(=O)N=C1C=PCC=C(Cl)C1(F)F,1.0
CNCNC(=O)Oc1c(CCl)cpc(F)c1F,1.0
CNCN(O)C(=O)C1=C(F)C=PC(F)=C(Cl)C1,1.0
CNC(O)NC(=O)C1=CC=PC1=C(F)C(F)Cl,1.0
CNC(O)NC(=O)C1=C(Cl)C(F)=CPC(F)=C1,1.0
CNC(O)N(F)C(=O)C1=CC(Cl)=CPC1=CF,1.0
CNC(O)(F)C(=O)N=CC1=CC=C(Cl)PC1F,1.0
CNC(=O)NC1=CC(OCF)=CPC(F)=C1Cl,1.0
CNC(=O)NC(O)=C1CC(F)=CPC1=C(F)Cl,1.0
CNC(=O)NC(=O)C1=CCPC(F)(F)C=C1Cl,1.0
CNC(=O)N(O)C1=CC=PC(C(F)(F)Cl)=CC1,1.0
CNC(=O)N(O)C1=C(Cl)C=CPC(=CF)C1F,1.0
CNC(=O)C(=O)NCC1=C(F)C=PC(Cl)C1F,1.0
CNC(=O)C(=O)NC1C=CPC(Cl)=C1C(F)F,1.0
CNC(=O)C(=O)NC1C=CP(Cl)C(F)=C1CF,1.0
CNC(=O)C(=O)NC1C(CF)=CPC1=C(F)Cl,1.0
CNC(=O)C(=O)NC1C(=CF)CP=C1C(F)Cl,1.0
CNC(=O)C(=O)NC1=CC=CPC(F)C1(F)Cl,1.0
CNC(=O)C(=O)NC1=C(F)CPC=CC1(F)Cl,1.0
CNC(=O)C(=O)NC1=C(F)CP=C(Cl)C1CF,1.0
CNC(=O)C(=O)NC1=C(F)C(Cl)=PCCC1F,1.0
CNC(=O)C(=O)NC1=C(F)C(CF)PC=C1Cl,1.0
CN1CCP(=O)(Oc2cc(F)c(Cl)c(F)c2)N1,1.0
CN1CCP(=O)(Oc2c(F)ccc(Cl)c2F)N1,1.0
CN1CC(c2ccc(F)c(F)c2Cl)P(=O)(O)N1,1.0
CN1CC(c2ccc(F)c(Cl)c2F)P(=O)(O)N1,1.0
CN1CC(c2ccc(Cl)c(F)c2F)P(=O)(O)N1,1.0
CN1CC(c2cc(F)cc(F)c2Cl)P(=O)(O)N1,1.0
CN1CC(c2cc(F)cc(Cl)c2F)P(=O)(O)N1,1.0
CN1CC(c2cc(F)c(F)cc2Cl)P(=O)(O)N1,1.0
CN1CC(c2cc(F)c(F)c(Cl)c2)P(=O)(O)N1,1.0
CN1CC(c2cc(F)c(Cl)cc2F)P(=O)(O)N1,1.0
CN1CC(c2cc(F)c(Cl)c(F)c2)P(=O)(O)N1,1.0
CN1CC(c2cc(Cl)cc(F)c2F)P(=O)(O)N1,1.0
CN1CC(c2c(F)ccc(F)c2Cl)P(=O)(O)N1,1.0
CN1CC(c2c(F)ccc(Cl)c2F)P(=O)(O)N1,1.0
CN1CC(c2c(F)cc(F)cc2Cl)P(=O)(O)N1,1.0
CN1CC(c2c(F)cc(Cl)cc2F)P(=O)(O)N1,1.0
CN(O)NC(=O)C1=CC=PCC1=C(Cl)C(F)F,1.0
CN(O)NC(=O)C1=C(F)C=CPC=CC1(F)Cl,1.0
CN(O)CN(F)C(=O)C1=CC=CPC(Cl)=C1F,1.0
CN(O)C(O)=NC1=CC=CPC(F)(Cl)C(F)=C1,1.0
CN(O)C(O)=NC1=CC(Cl)=CPC(F)C=C1F,1.0
CN(O)C(O)=NC1=C(F)C=CPCC1=C(F)Cl,1.0
CN(O)C(=O)NC1=C(F)C=PCC(C(F)Cl)=C1,1.0
CN(O)C(=O)NC1=C(F)C=CPC=C1C(F)Cl,1.0
CN(O)C(=O)NC1=C(F)C(F)C=CP=C(Cl)C1,1.0
CN(CO)N(F)C(=O)C1=CC=CPC1=C(F)Cl,1.0
CN(C)OC(O)=Nc1c(F)cpc(Cl)c1CF,1.0
CCOP(=O)(Cl)NN=Cc1c(F)cccc1F,1.0
CCOC(=O)NNC1=C(Cl)C(F)=PCC1=CF,1.0
CCNOC(=O)N=C1C(F)=PCC=C(Cl)C1F,1.0
CCNC(=O)ONC1=C(F)C=CPC(F)=C1Cl,1.0
CCN(O)NC(=O)C1=CC(=C(F)Cl)PC=C1F,1.0
CCN(O)NC(=O)C1=C(F)C(F)=PCC1=CCl,1.0
CCN(O)C(=O)NC1=C(F)C=PCC(Cl)=C1F,1.0
CCN(O)C(=O)NC1=C(F)C(F)=CPC(Cl)=C1,1.0
CCC(=O)NNOc1cc([P+](F)Cl)ccc1F,1.0
CCC(=O)NN(O)C1=C(F)C(Cl)C=PC=C1F,1.0
CCC(=NO)NC(=O)C1=C(F)C(F)=CPC1Cl,1.0
CC=NNPCC1=C(F)OCC(Cl)=C1C(=O)F,1.0
CC=CC(F)OC(Cl)=Cn1nc(C(O)F)cp1,1.0
